id,category1Name,category2Name,category3Name,categoryId,ean,upcCode,name,description,brand,mediaUrl
4123018535044-1000,"Computing, Software",Peripheral and Network,Souris,6-6-6,4123018535044,412301853504,Premium mouse,Designed to deliver an exceptional user experience.,Asus,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018535044.jpg
4123018535111-1000,"Computing, Software",Peripheral and Network,Graphics Tablet,6-6-7,4123018535111,412301853511,Ideal solution: graphics tablet,A perfect choice to meet your daily needs.,Samsung,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018535111.jpg
4123018535288-1000,"Computing, Software",Peripheral and Network,PC Speaker,6-6-8,4123018535288,412301853528,Premium PC speaker,Combines functionality and style for optimal use.,Dell,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018535288.jpg
4123018535355-1000,"Computing, Software",Peripheral and Network,Routeur,6-6-9,4123018535355,412301853535,Router - Luxury Edition,Made with premium materials for maximum durability.,Logitech,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018535355.jpg
4123018535422-1000,"Computing, Software",Peripheral and Network,SSD,6-6-10,4123018535422,412301853542,Ideal solution: ssd,A perfect choice to meet your daily needs.,Logitech,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018535422.jpg
4123018535599-1000,"Computing, Software",Printer and Scanner,Printer,6-7-1,4123018535599,412301853559,Printer - luxury edition,Made with premium materials for maximum durability.,Corsair,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018535599.jpg
4123018535666-1000,"Computing, Software",Printer and Scanner,Ink Cartridge,6-7-2,4123018535666,412301853566,High quality accessory: ink cartridge,Combines functionality and style for optimal use.,Corsair,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018535666.jpg
4123018535733-1000,"Computing, Software",Printer and Scanner,Scanner,6-7-3,4123018535733,412301853573,Scanner - Deluxe Edition,Combines functionality and style for optimal use.,Asus,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018535733.jpg
4123018535800-1000,"TV, Image and Sound",Television,OLED TV,7-1-1,4123018535800,412301853580,High quality accessory: oled tv,Designed to deliver an exceptional user experience.,Sony,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018535800.jpg
4123018535977-1000,"TV, Image and Sound",Television,QLED TV,7-1-2,4123018535977,412301853597,Essential article: qled tv,Designed to deliver an exceptional user experience.,TCL,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018535977.jpg
4123018536033-1000,"TV, Image and Sound",Television,Full HD TV,7-1-3,4123018536033,412301853603,Full HD TV - Luxury Edition,A perfect choice to meet your daily needs.,Philips,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018536033.jpg
4123018536100-1000,"TV, Image and Sound",Television,8K TV,7-1-4,4123018536100,412301853610,High quality accessory: 8k tv,A perfect choice to meet your daily needs.,Samsung,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018536100.jpg
4123018536277-1000,"TV, Image and Sound",Television,LED TV,7-1-5,4123018536277,412301853627,High quality accessory: led tv,Combines functionality and style for optimal use.,Philips,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018536277.jpg
4123018536344-1000,"TV, Image and Sound",Television,Neo QLED TV,7-1-6,4123018536344,412301853634,Tv neo qled premium,Combines functionality and style for optimal use.,TCL,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018536344.jpg
4123018536411-1000,"TV, Image and Sound",Television,4K UHD TV,7-1-7,4123018536411,412301853641,High quality accessory: 4k uhd tv,A perfect choice to meet your daily needs.,Sony,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018536411.jpg
4123018536588-1000,"TV, Image and Sound",Television,Smart TV,7-1-8,4123018536588,412301853658,High quality accessory: smart tv,A reliable and stylish product for every home.,LG,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018536588.jpg
4123018536655-1000,"TV, Image and Sound",Projector,Home Cinema Projector,7-2-1,4123018536655,412301853665,Ideal solution: home cinema video projector,Made with premium materials for maximum durability.,Samsung,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018536655.jpg
4123018536722-1000,"TV, Image and Sound",Projector,Projector Screen,7-2-2,4123018536722,412301853672,Ideal solution: video projector screen,Combines functionality and style for optimal use.,LG,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018536722.jpg
4123018536899-1000,"TV, Image and Sound",Projector,Portable Projector,7-2-3,4123018536899,412301853689,Essential item: portable video projector,Combines functionality and style for optimal use.,LG,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018536899.jpg
4123018536966-1000,"TV, Image and Sound",Camera and Lens,DSLR Camera,7-3-1,4123018536966,412301853696,Reflex - luxury edition,Designed to deliver an exceptional user experience.,TCL,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018536966.jpg
4123018537022-1000,"TV, Image and Sound",Camera and Lens,Compact Camera,7-3-2,4123018537022,412301853702,Premium compact,Combines functionality and style for optimal use.,Sony,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018537022.jpg
4123018537199-1000,"TV, Image and Sound",Camera and Lens,DSLR Lens,7-3-3,4123018537199,412301853719,Ideal solution: SLR lens,A reliable and stylish product for every home.,TCL,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018537199.jpg
4123018537266-1000,"TV, Image and Sound",Camera and Lens,Mirrorless Camera,7-3-4,4123018537266,412301853726,Ideal solution: hybrid,Designed to deliver an exceptional user experience.,TCL,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018537266.jpg
4123018537333-1000,"TV, Image and Sound",Camera and Lens,Instant Camera,7-3-5,4123018537333,412301853733,Ideal solution: instantaneous,A perfect choice to meet your daily needs.,TCL,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018537333.jpg
4123018537400-1000,"TV, Image and Sound",Camera and Lens,Mirrorless Lens,7-3-6,4123018537400,412301853740,Essential article: lens for hybrid,Designed to deliver an exceptional user experience.,LG,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018537400.jpg
4123018537577-1000,"TV, Image and Sound",Camera and Drone,GoPro Camera,7-4-1,4123018537577,412301853757,High quality accessory: gopro camera,A reliable and stylish product for every home.,Samsung,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018537577.jpg
4123018537644-1000,"TV, Image and Sound",Camera and Drone,Insta360 Camera,7-4-2,4123018537644,412301853764,High quality accessory: insta360 camera,A perfect choice to meet your daily needs.,TCL,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018537644.jpg
4123018537711-1000,"TV, Image and Sound",Camera and Drone,DJI Drone,7-4-3,4123018537711,412301853771,Drone dji - luxury edition,A reliable and stylish product for every home.,Samsung,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018537711.jpg
4123018537888-1000,"TV, Image and Sound",Camera and Drone,DJI Camera,7-4-4,4123018537888,412301853788,Dji Camera - Luxury Edition,Combines functionality and style for optimal use.,Philips,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018537888.jpg
4123018537955-1000,"TV, Image and Sound",Headphones and Earphones,AirPods,7-5-1,4123018537955,412301853795,Airpods premium,A perfect choice to meet your daily needs.,LG,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018537955.jpg
4123018538011-1000,"TV, Image and Sound",Headphones and Earphones,Wireless Headphones,7-5-2,4123018538011,412301853801,Wireless Headset - Luxury Edition,A perfect choice to meet your daily needs.,LG,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018538011.jpg
4123018538188-1000,"TV, Image and Sound",Headphones and Earphones,Wireless Earbuds,7-5-3,4123018538188,412301853818,Ideal solution: wireless headphones,A reliable and stylish product for every home.,Sony,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018538188.jpg
4123018538255-1000,"TV, Image and Sound",Headphones and Earphones,Sony Headphones,7-5-4,4123018538255,412301853825,High quality accessory: Sony headset,A perfect choice to meet your daily needs.,LG,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018538255.jpg
4123018538322-1000,"TV, Image and Sound",Headphones and Earphones,Wired Headphones,7-5-5,4123018538322,412301853832,Wired headset - luxury edition,Made with premium materials for maximum durability.,TCL,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018538322.jpg
4123018538499-1000,"TV, Image and Sound",Headphones and Earphones,Wired Earbuds,7-5-6,4123018538499,412301853849,Essential item: wired earphone,A perfect choice to meet your daily needs.,Samsung,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018538499.jpg
4123018538566-1000,"TV, Image and Sound",Sound and Speaker,Sound Bar,7-6-1,4123018538566,412301853856,Soundbar - Luxury Edition,A reliable and stylish product for every home.,Philips,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018538566.jpg
4123018538633-1000,"TV, Image and Sound",Sound and Speaker,Voice Assistant,7-6-2,4123018538633,412301853863,Essential item: voice assistant,A perfect choice to meet your daily needs.,Sony,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018538633.jpg
4123018538700-1000,"TV, Image and Sound",Sound and Speaker,Bluetooth Speaker,7-6-3,4123018538700,412301853870,Essential item: bluetooth speaker,A perfect choice to meet your daily needs.,TCL,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018538700.jpg
4123018538877-1000,"TV, Image and Sound",Second Hand,Used Camera,7-7-1,4123018538877,412301853887,High quality accessory: used camera,A perfect choice to meet your daily needs.,TCL,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018538877.jpg
4123018538944-1000,"TV, Image and Sound",Second Hand,Refurbished Camera,7-7-2,4123018538944,412301853894,High quality accessory: refurbished camera,Combines functionality and style for optimal use.,LG,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018538944.jpg
4123018539000-1000,"TV, Image and Sound",Second Hand,Refurbished TV,7-7-3,4123018539000,412301853900,High quality accessory: refurbished TV,Made with premium materials for maximum durability.,LG,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018539000.jpg
4123018539177-1000,"TV, Image and Sound",Second Hand,Used Lens,7-7-4,4123018539177,412301853917,Essential item: used lens,Made with premium materials for maximum durability.,TCL,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018539177.jpg
4123018539244-1000,"TV, Image and Sound",Second Hand,Refurbished Lens,7-7-5,4123018539244,412301853924,Ideal solution: refurbished lens,A perfect choice to meet your daily needs.,Philips,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018539244.jpg
4123018539311-1000,"TV, Image and Sound",Second Hand,Used Speaker,7-7-6,4123018539311,412301853931,Premium Used Speaker,Designed to deliver an exceptional user experience.,TCL,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018539311.jpg
4123018539488-1000,Home,Furniture,Chair,8-1-1,4123018539488,412301853948,High quality accessory: chair,A reliable and stylish product for every home.,Moulinex,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018539488.jpg
4123018539555-1000,Home,Furniture,Armchair,8-1-2,4123018539555,412301853955,High quality accessory: armchair,Combines functionality and style for optimal use.,Tefal,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018539555.jpg
4123018539622-1000,Home,Furniture,Table,8-1-3,4123018539622,412301853962,Ideal solution: table,Combines functionality and style for optimal use.,IKEA,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018539622.jpg
4123018539799-1000,Home,Furniture,Storage Furniture,8-1-4,4123018539799,412301853979,Ideal solution: storage furniture,Combines functionality and style for optimal use.,Maisons du Monde,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018539799.jpg
4123018539866-1000,Home,Furniture,Desk,8-1-5,4123018539866,412301853986,Office - luxury edition,Made with premium materials for maximum durability.,Tefal,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018539866.jpg
4123018539933-1000,Home,Furniture,Sofa,8-1-6,4123018539933,412301853993,Sofa - luxury edition,A perfect choice to meet your daily needs.,EssentialB,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018539933.jpg
4123018540066-1000,Home,Furniture,Bed,8-1-7,4123018540066,412301854006,Essential item: bed,Designed to deliver an exceptional user experience.,EssentialB,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018540066.jpg
4123018540133-1000,Home,Furniture,Mattress,8-1-8,4123018540133,412301854013,Premium mattress,A perfect choice to meet your daily needs.,IKEA,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018540133.jpg
4123018540200-1000,Home,Furniture,TV Furniture,8-1-9,4123018540200,412301854020,High quality accessory: TV cabinet,Designed to deliver an exceptional user experience.,Moulinex,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018540200.jpg
4123018540377-1000,Home,Decoration,Contemporary Decor,8-2-1,4123018540377,412301854037,Premium contemporary decor,Combines functionality and style for optimal use.,Moulinex,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018540377.jpg
4123018540444-1000,Home,Decoration,Scandinavian Decor,8-2-2,4123018540444,412301854044,High quality accessory: Scandinavian decor,Designed to deliver an exceptional user experience.,Moulinex,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018540444.jpg
4123018540511-1000,Home,Decoration,Mirror,8-2-3,4123018540511,412301854051,Essential item: mirror,Combines functionality and style for optimal use.,Moulinex,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018540511.jpg
4123018540688-1000,Home,Decoration,Industrial Decor,8-2-4,4123018540688,412301854068,Industrial decor - luxury edition,Combines functionality and style for optimal use.,EssentialB,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018540688.jpg
4123018540755-1000,Home,Decoration,Green Decor,8-2-5,4123018540755,412301854075,Essential article: green decor,A perfect choice to meet your daily needs.,EssentialB,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018540755.jpg
4123018540822-1000,Home,Decoration,Carpet,8-2-6,4123018540822,412301854082,Ideal solution: carpet,A perfect choice to meet your daily needs.,IKEA,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018540822.jpg
4123018540999-1000,Home,Lighting,Floor Lamp,8-3-1,4123018540999,412301854099,Premium floor lamp,Made with premium materials for maximum durability.,Maisons du Monde,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018540999.jpg
4123018541055-1000,Home,Lighting,Table Lamp,8-3-2,4123018541055,412301854105,Table lamp - luxury edition,Combines functionality and style for optimal use.,IKEA,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018541055.jpg
4123018541122-1000,Home,Lighting,Smart Lamp,8-3-3,4123018541122,412301854112,Connected lamp - luxury edition,A reliable and stylish product for every home.,Tefal,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018541122.jpg
4123018541299-1000,Home,Lighting,Bulb,8-3-4,4123018541299,412301854129,High quality accessory: bulb,Designed to deliver an exceptional user experience.,Maisons du Monde,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018541299.jpg
4123018541366-1000,Home,Home Linen,Duvet Cover,8-4-1,4123018541366,412301854136,Ideal solution: duvet cover,A perfect choice to meet your daily needs.,Maisons du Monde,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018541366.jpg
4123018541433-1000,Home,Home Linen,Bedding Set,8-4-2,4123018541433,412301854143,Ideal solution: bedding set,A perfect choice to meet your daily needs.,Maisons du Monde,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018541433.jpg
4123018541500-1000,Home,Home Linen,Fitted Sheet,8-4-3,4123018541500,412301854150,Essential item: fitted sheet,Made with premium materials for maximum durability.,Moulinex,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018541500.jpg
4123018541677-1000,Home,Home Linen,Mattress Protector,8-4-4,4123018541677,412301854167,High quality accessory: mattress pad,A reliable and stylish product for every home.,Tefal,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018541677.jpg
4123018541744-1000,Home,Home Linen,Curtain,8-4-5,4123018541744,412301854174,Curtain - luxury edition,Made with premium materials for maximum durability.,Maisons du Monde,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018541744.jpg
4123018541811-1000,Home,Home Linen,Comforter,8-4-6,4123018541811,412301854181,High quality accessory: duvet,Designed to deliver an exceptional user experience.,Maisons du Monde,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018541811.jpg
4123018541988-1000,Home,Home Linen,Blanket,8-4-7,4123018541988,412301854198,High quality accessory: cover,A perfect choice to meet your daily needs.,EssentialB,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018541988.jpg
4123018542044-1000,Home,Home Linen,Pillow,8-4-8,4123018542044,412301854204,Essential item: pillow,Made with premium materials for maximum durability.,EssentialB,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018542044.jpg
4123018542111-1000,Home,Home Linen,Decorative Pillow,8-4-9,4123018542111,412301854211,Premium decorative cushion,Made with premium materials for maximum durability.,Maisons du Monde,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018542111.jpg
4123018542288-1000,Home,Home Linen,Bath Towel,8-4-10,4123018542288,412301854228,Premium bath towel,A perfect choice to meet your daily needs.,Tefal,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018542288.jpg
4123018542355-1000,Home,Home Comfort,Heater,8-5-1,4123018542355,412301854235,Heating - luxury edition,A perfect choice to meet your daily needs.,Moulinex,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018542355.jpg
4123018542422-1000,Home,Home Comfort,Air Conditioner,8-5-2,4123018542422,412301854242,Ideal solution: air conditioner,A reliable and stylish product for every home.,IKEA,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018542422.jpg
4123018542599-1000,Home,Home Comfort,Fan,8-5-3,4123018542599,412301854259,Essential item: fan,A perfect choice to meet your daily needs.,EssentialB,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018542599.jpg
4123018542666-1000,Home,Home Comfort,Stove and Fireplace,8-5-4,4123018542666,412301854266,Essential item: stove and fireplace,Made with premium materials for maximum durability.,IKEA,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018542666.jpg
4123018542733-1000,Home,Home Comfort,Air Purifier,8-5-5,4123018542733,412301854273,Premium Air Purifier,A perfect choice to meet your daily needs.,Tefal,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018542733.jpg
4123018542800-1000,Home,Kitchen and Tableware,Cookware Set,8-6-1,4123018542800,412301854280,Cookware set - luxury edition,A perfect choice to meet your daily needs.,Moulinex,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018542800.jpg
4123018542977-1000,Home,Kitchen and Tableware,Saucepan,8-6-2,4123018542977,412301854297,Essential item: saucepan,Made with premium materials for maximum durability.,Maisons du Monde,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018542977.jpg
4123018543033-1000,Home,Kitchen and Tableware,Cutlery,8-6-3,4123018543033,412301854303,High quality accessory: cutlery,Made with premium materials for maximum durability.,Maisons du Monde,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018543033.jpg
4123018543100-1000,Home,Kitchen and Tableware,Pan,8-6-4,4123018543100,412301854310,Essential item: stove,Designed to deliver an exceptional user experience.,Moulinex,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018543100.jpg
4123018543277-1000,Home,Kitchen and Tableware,Plate,8-6-5,4123018543277,412301854327,Plate - luxury edition,A reliable and stylish product for every home.,Maisons du Monde,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018543277.jpg
4123018543344-1000,Home,Kitchen and Tableware,Mug,8-6-6,4123018543344,412301854334,Premium mug,Designed to deliver an exceptional user experience.,Moulinex,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018543344.jpg
4123018543411-1000,Home,Second Hand,Sofa,8-7-1,4123018543411,412301854341,Sofa - luxury edition,A perfect choice to meet your daily needs.,EssentialB,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018543411.jpg
4123018543588-1000,Home,Second Hand,Table,8-7-2,4123018543588,412301854358,Essential item: table,Made with premium materials for maximum durability.,IKEA,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018543588.jpg
4123018543655-1000,Home,Second Hand,Armchair,8-7-3,4123018543655,412301854365,Essential item: armchair,A reliable and stylish product for every home.,EssentialB,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018543655.jpg
4123018543722-1000,Home,Second Hand,Bed,8-7-4,4123018543722,412301854372,Ideal solution: bed,A reliable and stylish product for every home.,IKEA,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018543722.jpg
4123018543899-1000,Appliances,Washing and Drying,Dishwasher,9-1-1,4123018543899,412301854389,Essential item: dishwasher,A perfect choice to meet your daily needs.,Samsung,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018543899.jpg
4123018543966-1000,Appliances,Washing and Drying,Washing Machine,9-1-2,4123018543966,412301854396,Washing machine - luxury edition,A perfect choice to meet your daily needs.,Miele,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018543966.jpg
4123018544022-1000,Appliances,Washing and Drying,Dryer,9-1-3,4123018544022,412301854402,High quality accessory: tumble dryer,A perfect choice to meet your daily needs.,Whirpool,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018544022.jpg
4123018544199-1000,Appliances,Washing and Drying,Mini Dishwasher,9-1-4,4123018544199,412301854419,Mini dishwasher - luxury edition,A reliable and stylish product for every home.,Samsung,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018544199.jpg
4123018544266-1000,Appliances,Washing and Drying,Mini Washing Machine,9-1-5,4123018544266,412301854426,Essential item: mini washing machine,Designed to deliver an exceptional user experience.,Miele,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018544266.jpg
4123018544333-1000,Appliances,Cooling,Refrigerator-Freezer,9-2-1,4123018544333,412301854433,Premium refrigerator - freezer,A reliable and stylish product for every home.,Samsung,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018544333.jpg
4123018544400-1000,Appliances,Cooling,Refrigerator,9-2-2,4123018544400,412301854440,High quality accessory: refrigerator,A perfect choice to meet your daily needs.,Miele,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018544400.jpg
4123018544577-1000,Appliances,Cooling,American Refrigerator,9-2-3,4123018544577,412301854457,Premium American refrigerator,Combines functionality and style for optimal use.,Whirpool,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018544577.jpg
4123018544644-1000,Appliances,Cooling,Ice Maker,9-2-4,4123018544644,412301854464,Ice Maker - Deluxe Edition,Combines functionality and style for optimal use.,Samsung,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018544644.jpg
4123018544711-1000,Appliances,Cooling,Mini Refrigerator,9-2-5,4123018544711,412301854471,Essential item: mini fridge,Combines functionality and style for optimal use.,Miele,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018544711.jpg
4123018544888-1000,Appliances,Cooling,Freezer,9-2-6,4123018544888,412301854488,High quality accessory: freezer,A perfect choice to meet your daily needs.,Whirpool,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018544888.jpg
4123018544955-1000,Appliances,Cooling,Wine Cellar,9-2-7,4123018544955,412301854495,High quality accessory: wine cellar,A reliable and stylish product for every home.,Samsung,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018544955.jpg
4123018545011-1000,Appliances,Cooking,Oven,9-3-1,4123018545011,412301854501,High quality accessory: oven,Combines functionality and style for optimal use.,Moulinex,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018545011.jpg
4123018545188-1000,Appliances,Cooking,Hood,9-3-2,4123018545188,412301854518,Ideal solution: hood,Made with premium materials for maximum durability.,Whirpool,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018545188.jpg
4123018545255-1000,Appliances,Cooking,Microwave,9-3-3,4123018545255,412301854525,High quality accessory: microwave,Designed to deliver an exceptional user experience.,Samsung,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018545255.jpg
4123018545322-1000,Appliances,Cooking,Cooktop,9-3-4,4123018545322,412301854532,Ideal solution: hob,Made with premium materials for maximum durability.,Miele,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018545322.jpg
4123018545499-1000,Appliances,Cooking,Stove,9-3-5,4123018545499,412301854549,Premium cooker,A reliable and stylish product for every home.,Moulinex,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018545499.jpg
4123018545566-1000,Appliances,Cooking,Mini Oven,9-3-6,4123018545566,412301854556,Mini oven - luxury edition,Made with premium materials for maximum durability.,Whirpool,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018545566.jpg
4123018545633-1000,Appliances,Small Appliances and Kitchen,"Food Processor, Mixer, Blender",9-4-1,4123018545633,412301854563,"Essential item: robot, mixer, blender",Designed to deliver an exceptional user experience.,Miele,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018545633.jpg
4123018545700-1000,Appliances,Small Appliances and Kitchen,Social Cooking,9-4-2,4123018545700,412301854570,High quality accessory: user-friendly cooking,Designed to deliver an exceptional user experience.,Moulinex,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018545700.jpg
4123018545877-1000,Appliances,Small Appliances and Kitchen,Kitchen Accessory,9-4-3,4123018545877,412301854587,Kitchen accessory - luxury edition,Designed to deliver an exceptional user experience.,Whirpool,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018545877.jpg
4123018545944-1000,Appliances,Small Appliances and Kitchen,Breakfast,9-4-4,4123018545944,412301854594,Breakfast - luxury edition,Designed to deliver an exceptional user experience.,Samsung,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018545944.jpg
4123018546000-1000,Appliances,Small Appliances and Kitchen,Fryer,9-4-5,4123018546000,412301854600,Premium fryer,Designed to deliver an exceptional user experience.,Miele,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018546000.jpg
4123018546177-1000,Appliances,Small Appliances and Kitchen,Homemade,9-4-6,4123018546177,412301854617,Essential item: homemade,A reliable and stylish product for every home.,Moulinex,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018546177.jpg
4123018546244-1000,Appliances,Small Appliances and Kitchen,Coffee Machine,9-4-7,4123018546244,412301854624,Ideal solution: coffee machine,A perfect choice to meet your daily needs.,Whirpool,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018546244.jpg
4123018546311-1000,Appliances,Small Appliances and Kitchen,Beverage Appliance,9-4-8,4123018546311,412301854631,Beverage maker - luxury edition,A reliable and stylish product for every home.,Samsung,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018546311.jpg
4123018546488-1000,Appliances,Housekeeping and Cleaning,Robot Vacuum,9-5-1,4123018546488,412301854648,High quality accessory: robot vacuum cleaner,Made with premium materials for maximum durability.,Moulinex,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018546488.jpg
4123018546555-1000,Appliances,Housekeeping and Cleaning,Cleaning Accessories,9-5-2,4123018546555,412301854655,Household accessories - luxury edition,Combines functionality and style for optimal use.,Whirpool,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018546555.jpg
